lon,lat,dep,Vs
-111.50,41.60,2,2.80
-111.50,41.60,3,2.80
-111.50,41.60,4,3.31
-111.50,41.60,5,3.31
-111.50,41.80,0,1.95
-111.50,41.80,1,2.88
-111.50,41.80,2,2.88
-111.50,41.80,3,2.88
-111.50,41.80,4,3.30
-111.50,41.80,5,3.30
-111.30,37.20,0,1.70
-111.30,37.20,1,2.91
-111.30,37.20,2,2.91
-111.30,37.20,3,2.91
-111.30,37.20,4,3.51
-111.30,37.20,5,3.51
-111.30,37.40,0,1.70
-111.30,37.40,1,2.88
-111.30,37.40,2,2.88
-111.30,37.40,3,2.88
-111.30,37.40,4,3.53
-111.30,37.40,5,3.53
-111.30,37.60,0,1.69
-111.30,37.60,1,2.87
-111.30,37.60,2,2.87
-111.30,37.60,3,2.87
-111.30,37.60,4,3.54
-111.30,37.60,5,3.54
-111.30,37.80,0,1.72
-111.30,37.80,1,2.90
-111.30,37.80,2,2.90
-111.30,37.80,3,2.90
-111.30,37.80,4,3.54
-111.30,37.80,5,3.54
-111.30,38.00,0,1.90
-111.30,38.00,1,2.88
-111.30,38.00,2,2.88
-111.30,38.00,3,2.88
-111.30,38.00,4,3.54
-111.30,38.00,5,3.54
-111.30,38.20,0,1.98
-111.30,38.20,1,2.88
-111.30,38.20,2,2.88
-111.30,38.20,3,2.88
-111.30,38.20,4,3.52
-111.30,38.20,5,3.52
-111.30,38.40,0,2.03
-111.30,38.40,1,2.88
-111.30,38.40,2,2.88
-111.30,38.40,3,2.88
-111.30,38.40,4,3.50
-111.30,38.40,5,3.50
-111.30,38.60,0,2.08
-111.30,38.60,1,2.89
-111.30,38.60,2,2.89
-111.30,38.60,3,2.89
-111.30,38.60,4,3.49
-111.30,38.60,5,3.49
-111.30,38.80,0,2.08
-111.30,38.80,1,2.88
-111.30,38.80,2,2.88
-111.30,38.80,3,2.88
-111.30,38.80,4,3.47
-111.30,38.80,5,3.47
-111.30,39.00,0,2.09
-111.30,39.00,1,2.84
-111.30,39.00,2,2.84
-111.30,39.00,3,2.84
-111.30,39.00,4,3.45
-111.30,39.00,5,3.45
-111.30,39.20,0,2.05
-111.30,39.20,1,2.82
-111.30,39.20,2,2.82
-111.30,39.20,3,2.82
-111.30,39.20,4,3.43
-111.30,39.20,5,3.43
-111.30,39.40,0,2.06
-111.30,39.40,1,2.79
-111.30,39.40,2,2.79
-111.30,39.40,3,2.79
-111.30,39.40,4,3.37
-111.30,39.40,5,3.37
-111.30,39.60,0,2.09
-111.30,39.60,1,2.77
-111.30,39.60,2,2.77
-111.30,39.60,3,2.77
-111.30,39.60,4,3.31
-111.30,39.60,5,3.31
-111.30,39.80,0,2.11
-111.30,39.80,1,2.77
-111.30,39.80,2,2.77
-111.30,39.80,3,2.77
-111.30,39.80,4,3.26
-111.30,39.80,5,3.26
-111.30,40.00,0,2.05
-111.30,40.00,1,2.74
-111.30,40.00,2,2.74
-111.30,40.00,3,2.74
-111.30,40.00,4,3.25
-111.30,40.00,5,3.25
-111.30,40.20,0,1.79
-111.30,40.20,1,2.74
-111.30,40.20,2,2.74
-111.30,40.20,3,2.74
-111.30,40.20,4,3.27
-111.30,40.20,5,3.27
-111.30,40.40,0,1.61
-111.30,40.40,1,2.70
-111.30,40.40,2,2.70
-111.30,40.40,3,2.70
-111.30,40.40,4,3.28
-111.30,40.40,5,3.28
-111.30,40.60,0,1.49
-111.30,40.60,1,2.64
-111.30,40.60,2,2.64
-111.30,40.60,3,2.64
-111.30,40.60,4,3.30
-111.30,40.60,5,3.30
-111.30,40.80,0,1.46
-111.30,40.80,1,2.55
-111.30,40.80,2,2.55
-111.30,40.80,3,2.55
-111.30,40.80,4,3.32
-111.30,40.80,5,3.32
-111.30,41.00,0,1.44
-111.30,41.00,1,2.50
-111.30,41.00,2,2.50
-111.30,41.00,3,2.50
-111.30,41.00,4,3.33
-111.30,41.00,5,3.33
-111.30,41.20,0,1.50
-111.30,41.20,1,2.54
-111.30,41.20,2,2.54
-111.30,41.20,3,2.54
-111.30,41.20,4,3.33
-111.30,41.20,5,3.33
-111.30,41.40,0,1.61
-111.30,41.40,1,2.62
-111.30,41.40,2,2.62
-111.30,41.40,3,2.62
-111.30,41.40,4,3.33
-111.30,41.40,5,3.33
-111.30,41.60,0,1.70
-111.30,41.60,1,2.75
-111.30,41.60,2,2.75
-111.30,41.60,3,2.75
-111.30,41.60,4,3.31
-111.30,41.60,5,3.31
-111.30,41.80,0,1.87
-111.30,41.80,1,2.84
-111.30,41.80,2,2.84
-111.30,41.80,3,2.84
-111.30,41.80,4,3.30
-111.30,41.80,5,3.30
-111.10,37.20,0,1.70
-111.10,37.20,1,2.95
-111.10,37.20,2,2.95
-111.10,37.20,3,2.95
-111.10,37.20,4,3.50
-111.10,37.20,5,3.50
-111.10,37.40,0,1.70
-111.10,37.40,1,2.93
-111.10,37.40,2,2.93
-111.10,37.40,3,2.93
-111.10,37.40,4,3.52
-111.10,37.40,5,3.52
-111.10,37.60,0,1.71
-111.10,37.60,1,2.93
-111.10,37.60,2,2.93
-111.10,37.60,3,2.93
-111.10,37.60,4,3.55
-111.10,37.60,5,3.55
-111.10,37.80,0,1.73
-111.10,37.80,1,2.96
-111.10,37.80,2,2.96
-111.10,37.80,3,2.96
-111.10,37.80,4,3.55
-111.10,37.80,5,3.55
-111.10,38.00,0,1.85
-111.10,38.00,1,2.95
-111.10,38.00,2,2.95
-111.10,38.00,3,2.95
-111.10,38.00,4,3.56
-111.10,38.00,5,3.56
-111.10,38.20,0,1.98
-111.10,38.20,1,2.90
-111.10,38.20,2,2.90
-111.10,38.20,3,2.90
-111.10,38.20,4,3.56
-111.10,38.20,5,3.56
-111.10,38.40,0,2.02
-111.10,38.40,1,2.92
-111.10,38.40,2,2.92
-111.10,38.40,3,2.92
-111.10,38.40,4,3.54
-111.10,38.40,5,3.54
-111.10,38.60,0,2.09
-111.10,38.60,1,2.93
-111.10,38.60,2,2.93
-111.10,38.60,3,2.93
-111.10,38.60,4,3.52
-111.10,38.60,5,3.52
-111.10,38.80,0,2.12
-111.10,38.80,1,2.93
-111.10,38.80,2,2.93
-111.10,38.80,3,2.93
-111.10,38.80,4,3.50
-111.10,38.80,5,3.50
-111.10,39.00,0,2.15
-111.10,39.00,1,2.88
-111.10,39.00,2,2.88
-111.10,39.00,3,2.88
-111.10,39.00,4,3.48
-111.10,39.00,5,3.48
-111.10,39.20,0,2.12
-111.10,39.20,1,2.85
-111.10,39.20,2,2.85
-111.10,39.20,3,2.85
-111.10,39.20,4,3.45
-111.10,39.20,5,3.45
-111.10,39.40,0,2.15
-111.10,39.40,1,2.81
-111.10,39.40,2,2.81
-111.10,39.40,3,2.81
-111.10,39.40,4,3.36
-111.10,39.40,5,3.36
-111.10,39.60,0,2.15
-111.10,39.60,1,2.79
-111.10,39.60,2,2.79
-111.10,39.60,3,2.79
-111.10,39.60,4,3.30
-111.10,39.60,5,3.30
-111.10,39.80,0,2.15
-111.10,39.80,1,2.78
-111.10,39.80,2,2.78
-111.10,39.80,3,2.78
-111.10,39.80,4,3.24
-111.10,39.80,5,3.24
-111.10,40.00,0,2.08
-111.10,40.00,1,2.71
-111.10,40.00,2,2.71
-111.10,40.00,3,2.71
-111.10,40.00,4,3.22
-111.10,40.00,5,3.22
-111.10,40.20,0,1.92
-111.10,40.20,1,2.65
-111.10,40.20,2,2.65
-111.10,40.20,3,2.65
-111.10,40.20,4,3.23
-111.10,40.20,5,3.23
-111.10,40.40,0,1.66
-111.10,40.40,1,2.64
-111.10,40.40,2,2.64
-111.10,40.40,3,2.64
-111.10,40.40,4,3.25
-111.10,40.40,5,3.25
-111.10,40.60,0,1.52
-111.10,40.60,1,2.56
-111.10,40.60,2,2.56
-111.10,40.60,3,2.56
-111.10,40.60,4,3.28
-111.10,40.60,5,3.28
-111.10,40.80,0,1.44
-111.10,40.80,1,2.49
-111.10,40.80,2,2.49
-111.10,40.80,3,2.49
-111.10,40.80,4,3.29
-111.10,40.80,5,3.29
-111.10,41.00,0,1.42
-111.10,41.00,1,2.46
-111.10,41.00,2,2.46
-111.10,41.00,3,2.46
-111.10,41.00,4,3.29
-111.10,41.00,5,3.29
-111.10,41.20,0,1.46
-111.10,41.20,1,2.49
-111.10,41.20,2,2.49
-111.10,41.20,3,2.49
-111.10,41.20,4,3.30
-111.10,41.20,5,3.30
-111.10,41.40,0,1.57
-111.10,41.40,1,2.56
-111.10,41.40,2,2.56
-111.10,41.40,3,2.56
-111.10,41.40,4,3.30
-111.10,41.40,5,3.30
-111.10,41.60,0,1.66
-111.10,41.60,1,2.68
-111.10,41.60,2,2.68
-111.10,41.60,3,2.68
-111.10,41.60,4,3.30
-111.10,41.60,5,3.30
-111.10,41.80,0,1.82
-111.10,41.80,1,2.79
-111.10,41.80,2,2.79
-111.10,41.80,3,2.79
-111.10,41.80,4,3.29
-111.10,41.80,5,3.29
-110.90,37.20,0,1.74
-110.90,37.20,1,3.01
-110.90,37.20,2,3.01
-110.90,37.20,3,3.01
-110.90,37.20,4,3.49
-110.90,37.20,5,3.49
-110.90,37.40,0,1.72
-110.90,37.40,1,2.99
-110.90,37.40,2,2.99
-110.90,37.40,3,2.99
-110.90,37.40,4,3.51
-110.90,37.40,5,3.51
-110.90,37.60,0,1.74
-110.90,37.60,1,2.96
-110.90,37.60,2,2.96
-110.90,37.60,3,2.96
-110.90,37.60,4,3.56
-110.90,37.60,5,3.56
-110.90,37.80,0,1.74
-110.90,37.80,1,2.99
-110.90,37.80,2,2.99
-110.90,37.80,3,2.99
-110.90,37.80,4,3.57
-110.90,37.80,5,3.57
-110.90,38.00,0,1.86
-110.90,38.00,1,2.97
-110.90,38.00,2,2.97
-110.90,38.00,3,2.97
-110.90,38.00,4,3.58
-110.90,38.00,5,3.58
-110.90,38.20,0,2.01
-110.90,38.20,1,2.91
-110.90,38.20,2,2.91
-110.90,38.20,3,2.91
-110.90,38.20,4,3.59
-110.90,38.20,5,3.59
-110.90,38.40,0,2.03
-110.90,38.40,1,2.96
-110.90,38.40,2,2.96
-110.90,38.40,3,2.96
-110.90,38.40,4,3.57
-110.90,38.40,5,3.57
-110.90,38.60,0,2.09
-110.90,38.60,1,2.98
-110.90,38.60,2,2.98
-110.90,38.60,3,2.98
-110.90,38.60,4,3.55
-110.90,38.60,5,3.55
-110.90,38.80,0,2.15
-110.90,38.80,1,2.98
-110.90,38.80,2,2.98
-110.90,38.80,3,2.98
-110.90,38.80,4,3.53
-110.90,38.80,5,3.53
-110.90,39.00,0,2.19
-110.90,39.00,1,2.94
-110.90,39.00,2,2.94
-110.90,39.00,3,2.94
-110.90,39.00,4,3.49
-110.90,39.00,5,3.49
-110.90,39.20,0,2.19
-110.90,39.20,1,2.89
-110.90,39.20,2,2.89
-110.90,39.20,3,2.89
-110.90,39.20,4,3.44
-110.90,39.20,5,3.44
-110.90,39.40,0,2.19
-110.90,39.40,1,2.85
-110.90,39.40,2,2.85
-110.90,39.40,3,2.85
-110.90,39.40,4,3.36
-110.90,39.40,5,3.36
-110.90,39.60,0,2.19
-110.90,39.60,1,2.81
-110.90,39.60,2,2.81
-110.90,39.60,3,2.81
-110.90,39.60,4,3.28
-110.90,39.60,5,3.28
-110.90,39.80,0,2.19
-110.90,39.80,1,2.78
-110.90,39.80,2,2.78
-110.90,39.80,3,2.78
-110.90,39.80,4,3.21
-110.90,39.80,5,3.21
-110.90,40.00,0,2.12
-110.90,40.00,1,2.70
-110.90,40.00,2,2.70
-110.90,40.00,3,2.70
-110.90,40.00,4,3.18
-110.90,40.00,5,3.18
-110.90,40.20,0,2.01
-110.90,40.20,1,2.62
-110.90,40.20,2,2.62
-110.90,40.20,3,2.62
-110.90,40.20,4,3.18
-110.90,40.20,5,3.18
-110.90,40.40,0,1.79
-110.90,40.40,1,2.58
-110.90,40.40,2,2.58
-110.90,40.40,3,2.58
-110.90,40.40,4,3.21
-110.90,40.40,5,3.21
-110.90,40.60,0,1.60
-110.90,40.60,1,2.48
-110.90,40.60,2,2.48
-110.90,40.60,3,2.48
-110.90,40.60,4,3.24
-110.90,40.60,5,3.24
-110.90,40.80,0,1.49
-110.90,40.80,1,2.44
-110.90,40.80,2,2.44
-110.90,40.80,3,2.44
-110.90,40.80,4,3.26
-110.90,40.80,5,3.26
-110.90,41.00,0,1.41
-110.90,41.00,1,2.41
-110.90,41.00,2,2.41
-110.90,41.00,3,2.41
-110.90,41.00,4,3.27
-110.90,41.00,5,3.27
-110.90,41.20,0,1.43
-110.90,41.20,1,2.45
-110.90,41.20,2,2.45
-110.90,41.20,3,2.45
-110.90,41.20,4,3.26
-110.90,41.20,5,3.26
-110.90,41.40,0,1.54
-110.90,41.40,1,2.50
-110.90,41.40,2,2.50
-110.90,41.40,3,2.50
-110.90,41.40,4,3.26
-110.90,41.40,5,3.26
-110.90,41.60,0,1.66
-110.90,41.60,1,2.58
-110.90,41.60,2,2.58
-110.90,41.60,3,2.58
-110.90,41.60,4,3.27
-110.90,41.60,5,3.27
-110.90,41.80,0,1.78
-110.90,41.80,1,2.72
-110.90,41.80,2,2.72
-110.90,41.80,3,2.72
-110.90,41.80,4,3.27
-110.90,41.80,5,3.27
-110.70,37.20,0,1.80
-110.70,37.20,1,3.10
-110.70,37.20,2,3.10
-110.70,37.20,3,3.10
-110.70,37.20,4,3.48
-110.70,37.20,5,3.48
-110.70,37.40,0,1.86
-110.70,37.40,1,3.03
-110.70,37.40,2,3.03
-110.70,37.40,3,3.03
-110.70,37.40,4,3.50
-110.70,37.40,5,3.50
-110.70,37.60,0,1.82
-110.70,37.60,1,3.02
-110.70,37.60,2,3.02
-110.70,37.60,3,3.02
-110.70,37.60,4,3.53
-110.70,37.60,5,3.53
-110.70,37.80,0,1.84
-110.70,37.80,1,3.01
-110.70,37.80,2,3.01
-110.70,37.80,3,3.01
-110.70,37.80,4,3.56
-110.70,37.80,5,3.56
-110.70,38.00,0,1.95
-110.70,38.00,1,2.95
-110.70,38.00,2,2.95
-110.70,38.00,3,2.95
-110.70,38.00,4,3.59
-110.70,38.00,5,3.59
-110.70,38.20,0,2.00
-110.70,38.20,1,2.95
-110.70,38.20,2,2.95
-110.70,38.20,3,2.95
-110.70,38.20,4,3.60
-110.70,38.20,5,3.60
-110.70,38.40,0,2.04
-110.70,38.40,1,3.00
-110.70,38.40,2,3.00
-110.70,38.40,3,3.00
-110.70,38.40,4,3.58
-110.70,38.40,5,3.58
-110.70,38.60,0,2.09
-110.70,38.60,1,3.01
-110.70,38.60,2,3.01
-110.70,38.60,3,3.01
-110.70,38.60,4,3.56
-110.70,38.60,5,3.56
-110.70,38.80,0,2.15
-110.70,38.80,1,3.00
-110.70,38.80,2,3.00
-110.70,38.80,3,3.00
-110.70,38.80,4,3.53
-110.70,38.80,5,3.53
-110.70,39.00,0,2.19
-110.70,39.00,1,2.99
-110.70,39.00,2,2.99
-110.70,39.00,3,2.99
-110.70,39.00,4,3.49
-110.70,39.00,5,3.49
-110.70,39.20,0,2.22
-110.70,39.20,1,2.93
-110.70,39.20,2,2.93
-110.70,39.20,3,2.93
-110.70,39.20,4,3.43
-110.70,39.20,5,3.43
-110.70,39.40,0,2.21
-110.70,39.40,1,2.88
-110.70,39.40,2,2.88
-110.70,39.40,3,2.88
-110.70,39.40,4,3.35
-110.70,39.40,5,3.35
-110.70,39.60,0,2.22
-110.70,39.60,1,2.82
-110.70,39.60,2,2.82
-110.70,39.60,3,2.82
-110.70,39.60,4,3.26
-110.70,39.60,5,3.26
-110.70,39.80,0,2.25
-110.70,39.80,1,2.77
-110.70,39.80,2,2.77
-110.70,39.80,3,2.77
-110.70,39.80,4,3.18
-110.70,39.80,5,3.18
-110.70,40.00,0,2.18
-110.70,40.00,1,2.70
-110.70,40.00,2,2.70
-110.70,40.00,3,2.70
-110.70,40.00,4,3.14
-110.70,40.00,5,3.14
-110.70,40.20,0,2.09
-110.70,40.20,1,2.63
-110.70,40.20,2,2.63
-110.70,40.20,3,2.63
-110.70,40.20,4,3.13
-110.70,40.20,5,3.13
-110.70,40.40,0,1.93
-110.70,40.40,1,2.54
-110.70,40.40,2,2.54
-110.70,40.40,3,2.54
-110.70,40.40,4,3.16
-110.70,40.40,5,3.16
-110.70,40.60,0,1.71
-110.70,40.60,1,2.44
-110.70,40.60,2,2.44
-110.70,40.60,3,2.44
-110.70,40.60,4,3.20
-110.70,40.60,5,3.20
-110.70,40.80,0,1.58
-110.70,40.80,1,2.40
-110.70,40.80,2,2.40
-110.70,40.80,3,2.40
-110.70,40.80,4,3.21
-110.70,40.80,5,3.21
-110.70,41.00,0,1.47
-110.70,41.00,1,2.38
-110.70,41.00,2,2.38
-110.70,41.00,3,2.38
-110.70,41.00,4,3.23
-110.70,41.00,5,3.23
-110.70,41.20,0,1.44
-110.70,41.20,1,2.40
-110.70,41.20,2,2.40
-110.70,41.20,3,2.40
-110.70,41.20,4,3.23
-110.70,41.20,5,3.23
-110.70,41.40,0,1.53
-110.70,41.40,1,2.43
-110.70,41.40,2,2.43
-110.70,41.40,3,2.43
-110.70,41.40,4,3.24
-110.70,41.40,5,3.24
-110.70,41.60,0,1.66
-110.70,41.60,1,2.48
-110.70,41.60,2,2.48
-110.70,41.60,3,2.48
-110.70,41.60,4,3.24
-110.70,41.60,5,3.24
-110.70,41.80,0,1.69
-110.70,41.80,1,2.63
-110.70,41.80,2,2.63
-110.70,41.80,3,2.63
-110.70,41.80,4,3.24
-110.70,41.80,5,3.24
-110.50,37.20,0,1.99
-110.50,37.20,1,3.10
-110.50,37.20,2,3.10
-110.50,37.20,3,3.10
-110.50,37.20,4,3.48
-110.50,37.20,5,3.48
-110.50,37.40,0,2.04
-110.50,37.40,1,3.04
-110.50,37.40,2,3.04
-110.50,37.40,3,3.04
-110.50,37.40,4,3.49
-110.50,37.40,5,3.49
-110.50,37.60,0,1.96
-110.50,37.60,1,3.06
-110.50,37.60,2,3.06
-110.50,37.60,3,3.06
-110.50,37.60,4,3.51
-110.50,37.60,5,3.51
-110.50,37.80,0,1.98
-110.50,37.80,1,3.01
-110.50,37.80,2,3.01
-110.50,37.80,3,3.01
-110.50,37.80,4,3.54
-110.50,37.80,5,3.54
-110.50,38.00,0,1.96
-110.50,38.00,1,2.98
-110.50,38.00,2,2.98
-110.50,38.00,3,2.98
-110.50,38.00,4,3.58
-110.50,38.00,5,3.58
-110.50,38.20,0,1.99
-110.50,38.20,1,2.99
-110.50,38.20,2,2.99
-110.50,38.20,3,2.99
-110.50,38.20,4,3.58
-110.50,38.20,5,3.58
-110.50,38.40,0,2.05
-110.50,38.40,1,3.01
-110.50,38.40,2,3.01
-110.50,38.40,3,3.01
-110.50,38.40,4,3.57
-110.50,38.40,5,3.57
-110.50,38.60,0,2.10
-110.50,38.60,1,3.03
-110.50,38.60,2,3.03
-110.50,38.60,3,3.03
-110.50,38.60,4,3.55
-110.50,38.60,5,3.55
-110.50,38.80,0,2.16
-110.50,38.80,1,3.01
-110.50,38.80,2,3.01
-110.50,38.80,3,3.01
-110.50,38.80,4,3.51
-110.50,38.80,5,3.51
-110.50,39.00,0,2.19
-110.50,39.00,1,3.00
-110.50,39.00,2,3.00
-110.50,39.00,3,3.00
-110.50,39.00,4,3.47
-110.50,39.00,5,3.47
-110.50,39.20,0,2.23
-110.50,39.20,1,2.95
-110.50,39.20,2,2.95
-110.50,39.20,3,2.95
-110.50,39.20,4,3.43
-110.50,39.20,5,3.43
-110.50,39.40,0,2.24
-110.50,39.40,1,2.88
-110.50,39.40,2,2.88
-110.50,39.40,3,2.88
-110.50,39.40,4,3.33
-110.50,39.40,5,3.33
-110.50,39.60,0,2.26
-110.50,39.60,1,2.81
-110.50,39.60,2,2.81
-110.50,39.60,3,2.81
-110.50,39.60,4,3.24
-110.50,39.60,5,3.24
-110.50,39.80,0,2.29
-110.50,39.80,1,2.75
-110.50,39.80,2,2.75
-110.50,39.80,3,2.75
-110.50,39.80,4,3.16
-110.50,39.80,5,3.16
-110.50,40.00,0,2.24
-110.50,40.00,1,2.70
-110.50,40.00,2,2.70
-110.50,40.00,3,2.70
-110.50,40.00,4,3.10
-110.50,40.00,5,3.10
-110.50,40.20,0,2.15
-110.50,40.20,1,2.63
-110.50,40.20,2,2.63
-110.50,40.20,3,2.63
-110.50,40.20,4,3.08
-110.50,40.20,5,3.08
-110.50,40.40,0,2.01
-110.50,40.40,1,2.57
-110.50,40.40,2,2.57
-110.50,40.40,3,2.57
-110.50,40.40,4,3.11
-110.50,40.40,5,3.11
-110.50,40.60,0,1.83
-110.50,40.60,1,2.46
-110.50,40.60,2,2.46
-110.50,40.60,3,2.46
-110.50,40.60,4,3.15
-110.50,40.60,5,3.15
-110.50,40.80,0,1.69
-110.50,40.80,1,2.42
-110.50,40.80,2,2.42
-110.50,40.80,3,2.42
-110.50,40.80,4,3.17
-110.50,40.80,5,3.17
-110.50,41.00,0,1.60
-110.50,41.00,1,2.40
-110.50,41.00,2,2.40
-110.50,41.00,3,2.40
-110.50,41.00,4,3.18
-110.50,41.00,5,3.18
-110.50,41.20,0,1.53
-110.50,41.20,1,2.37
-110.50,41.20,2,2.37
-110.50,41.20,3,2.37
-110.50,41.20,4,3.20
-110.50,41.20,5,3.20
-110.50,41.40,0,1.59
-110.50,41.40,1,2.38
-110.50,41.40,2,2.38
-110.50,41.40,3,2.38
-110.50,41.40,4,3.21
-110.50,41.40,5,3.21
-110.50,41.60,0,1.66
-110.50,41.60,1,2.44
-110.50,41.60,2,2.44
-110.50,41.60,3,2.44
-110.50,41.60,4,3.21
-110.50,41.60,5,3.21
-110.50,41.80,0,1.67
-110.50,41.80,1,2.50
-110.50,41.80,2,2.50
-110.50,41.80,3,2.50
-110.50,41.80,4,3.21
-110.50,41.80,5,3.21
-110.30,37.20,0,2.20
-110.30,37.20,1,3.08
-110.30,37.20,2,3.08
-110.30,37.20,3,3.08
-110.30,37.20,4,3.48
-110.30,37.20,5,3.48
-110.30,37.40,0,2.20
-110.30,37.40,1,3.09
-110.30,37.40,2,3.09
-110.30,37.40,3,3.09
-110.30,37.40,4,3.47
-110.30,37.40,5,3.47
-110.30,37.60,0,2.13
-110.30,37.60,1,3.05
-110.30,37.60,2,3.05
-110.30,37.60,3,3.05
-110.30,37.60,4,3.49
-110.30,37.60,5,3.49
-110.30,37.80,0,2.08
-110.30,37.80,1,3.03
-110.30,37.80,2,3.03
-110.30,37.80,3,3.03
-110.30,37.80,4,3.52
-110.30,37.80,5,3.52
-110.30,38.00,0,2.02
-110.30,38.00,1,3.00
-110.30,38.00,2,3.00
-110.30,38.00,3,3.00
-110.30,38.00,4,3.55
-110.30,38.00,5,3.55
-110.30,38.20,0,2.03
-110.30,38.20,1,2.99
-110.30,38.20,2,2.99
-110.30,38.20,3,2.99
-110.30,38.20,4,3.55
-110.30,38.20,5,3.55
-110.30,38.40,0,2.08
-110.30,38.40,1,2.98
-110.30,38.40,2,2.98
-110.30,38.40,3,2.98
-110.30,38.40,4,3.55
-110.30,38.40,5,3.55
-110.30,38.60,0,2.13
-110.30,38.60,1,3.01
-110.30,38.60,2,3.01
-110.30,38.60,3,3.01
-110.30,38.60,4,3.53
-110.30,38.60,5,3.53
-110.30,38.80,0,2.20
-110.30,38.80,1,3.00
-110.30,38.80,2,3.00
-110.30,38.80,3,3.00
-110.30,38.80,4,3.49
-110.30,38.80,5,3.49
-110.30,39.00,0,2.21
-110.30,39.00,1,2.99
-110.30,39.00,2,2.99
-110.30,39.00,3,2.99
-110.30,39.00,4,3.45
-110.30,39.00,5,3.45
-110.30,39.20,0,2.24
-110.30,39.20,1,2.94
-110.30,39.20,2,2.94
-110.30,39.20,3,2.94
-110.30,39.20,4,3.41
-110.30,39.20,5,3.41
-110.30,39.40,0,2.28
-110.30,39.40,1,2.86
-110.30,39.40,2,2.86
-110.30,39.40,3,2.86
-110.30,39.40,4,3.31
-110.30,39.40,5,3.31
-110.30,39.60,0,2.28
-110.30,39.60,1,2.80
-110.30,39.60,2,2.80
-110.30,39.60,3,2.80
-110.30,39.60,4,3.23
-110.30,39.60,5,3.23
-110.30,39.80,0,2.29
-110.30,39.80,1,2.74
-110.30,39.80,2,2.74
-110.30,39.80,3,2.74
-110.30,39.80,4,3.15
-110.30,39.80,5,3.15
-110.30,40.00,0,2.31
-110.30,40.00,1,2.68
-110.30,40.00,2,2.68
-110.30,40.00,3,2.68
-110.30,40.00,4,3.08
-110.30,40.00,5,3.08
-110.30,40.20,0,2.19
-110.30,40.20,1,2.64
-110.30,40.20,2,2.64
-110.30,40.20,3,2.64
-110.30,40.20,4,3.06
-110.30,40.20,5,3.06
-110.30,40.40,0,2.11
-110.30,40.40,1,2.60
-110.30,40.40,2,2.60
-110.30,40.40,3,2.60
-110.30,40.40,4,3.07
-110.30,40.40,5,3.07
-110.30,40.60,0,1.97
-110.30,40.60,1,2.50
-110.30,40.60,2,2.50
-110.30,40.60,3,2.50
-110.30,40.60,4,3.10
-110.30,40.60,5,3.10
-110.30,40.80,0,1.82
-110.30,40.80,1,2.48
-110.30,40.80,2,2.48
-110.30,40.80,3,2.48
-110.30,40.80,4,3.13
-110.30,40.80,5,3.13
-110.30,41.00,0,1.67
-110.30,41.00,1,2.49
-110.30,41.00,2,2.49
-110.30,41.00,3,2.49
-110.30,41.00,4,3.13
-110.30,41.00,5,3.13
-110.30,41.20,0,1.64
-110.30,41.20,1,2.39
-110.30,41.20,2,2.39
-110.30,41.20,3,2.39
-110.30,41.20,4,3.16
-110.30,41.20,5,3.16
-110.30,41.40,0,1.68
-110.30,41.40,1,2.38
-110.30,41.40,2,2.38
-110.30,41.40,3,2.38
-110.30,41.40,4,3.17
-110.30,41.40,5,3.17
-110.30,41.60,0,1.68
-110.30,41.60,1,2.40
-110.30,41.60,2,2.40
-110.30,41.60,3,2.40
-110.30,41.60,4,3.18
-110.30,41.60,5,3.18
-110.30,41.80,0,1.74
-110.30,41.80,1,2.39
-110.30,41.80,2,2.39
-110.30,41.80,3,2.39
-110.30,41.80,4,3.18
-110.30,41.80,5,3.18
-110.10,37.20,0,2.35
-110.10,37.20,1,3.09
-110.10,37.20,2,3.09
-110.10,37.20,3,3.09
-110.10,37.20,4,3.48
-110.10,37.20,5,3.48
-110.10,37.40,0,2.34
-110.10,37.40,1,3.09
-110.10,37.40,2,3.09
-110.10,37.40,3,3.09
-110.10,37.40,4,3.47
-110.10,37.40,5,3.47
-110.10,37.60,0,2.27
-110.10,37.60,1,3.07
-110.10,37.60,2,3.07
-110.10,37.60,3,3.07
-110.10,37.60,4,3.48
-110.10,37.60,5,3.48
-110.10,37.80,0,2.13
-110.10,37.80,1,3.06
-110.10,37.80,2,3.06
-110.10,37.80,3,3.06
-110.10,37.80,4,3.51
-110.10,37.80,5,3.51
-110.10,38.00,0,2.09
-110.10,38.00,1,3.00
-110.10,38.00,2,3.00
-110.10,38.00,3,3.00
-110.10,38.00,4,3.52
-110.10,38.00,5,3.52
-110.10,38.20,0,2.06
-110.10,38.20,1,2.96
-110.10,38.20,2,2.96
-110.10,38.20,3,2.96
-110.10,38.20,4,3.53
-110.10,38.20,5,3.53
-110.10,38.40,0,2.10
-110.10,38.40,1,2.96
-110.10,38.40,2,2.96
-110.10,38.40,3,2.96
-110.10,38.40,4,3.53
-110.10,38.40,5,3.53
-110.10,38.60,0,2.13
-110.10,38.60,1,2.98
-110.10,38.60,2,2.98
-110.10,38.60,3,2.98
-110.10,38.60,4,3.51
-110.10,38.60,5,3.51
-110.10,38.80,0,2.22
-110.10,38.80,1,2.97
-110.10,38.80,2,2.97
-110.10,38.80,3,2.97
-110.10,38.80,4,3.47
-110.10,38.80,5,3.47
-110.10,39.00,0,2.24
-110.10,39.00,1,2.98
-110.10,39.00,2,2.98
-110.10,39.00,3,2.98
