utvec,dv,err,temp_degC,SM_EWT_meter,snow_EWT_meter,GSL_meter,UL_meter,date
2019.741211,-0.051200,0.179800,14.120900,-0.072788,-0.000290,1277.965336,1370.531711,2019-09-29
2019.744019,-0.046500,0.180000,13.734400,-0.073060,-0.000290,1277.965885,1370.526468,2019-09-30
2019.746704,-0.043300,0.178800,13.221600,-0.073334,-0.000290,1277.966469,1370.521589,2019-10-01
2019.749512,-0.046000,0.182600,12.851400,-0.073585,-0.000290,1277.967124,1370.516639,2019-10-02
2019.752197,-0.046600,0.186700,12.507100,-0.073826,-0.000290,1277.967778,1370.512064,2019-10-03
2019.755005,-0.051800,0.188900,12.237300,-0.074064,-0.000290,1277.968471,1370.507458,2019-10-04
2019.757690,-0.046600,0.193800,12.019600,-0.074278,-0.000290,1277.969126,1370.503236,2019-10-05
2019.760376,-0.030300,0.199300,11.766400,-0.074487,-0.000290,1277.969759,1370.499203,2019-10-06
2019.763184,-0.008700,0.201600,11.546300,-0.074671,-0.000290,1277.970379,1370.495202,2019-10-07
2019.765869,-0.006100,0.208600,11.332300,-0.074846,-0.000290,1277.970915,1370.491595,2019-10-08
2019.768677,-0.002100,0.211000,11.146500,-0.074996,-0.000290,1277.971400,1370.488064,2019-10-09
2019.771362,-0.003400,0.215800,10.980000,-0.075127,-0.000290,1277.971773,1370.484929,2019-10-10
2019.774170,0.003000,0.215600,10.888900,-0.075244,-0.000290,1277.972053,1370.481918,2019-10-11
2019.776855,0.008300,0.216700,10.745800,-0.075336,-0.000290,1277.972197,1370.479305,2019-10-12
2019.779541,0.010700,0.220800,10.597200,-0.075408,-0.000290,1277.972205,1370.476963,2019-10-13
2019.782349,0.008800,0.225700,10.476100,-0.075454,-0.000290,1277.972051,1370.474819,2019-10-14
2019.785034,0.005700,0.234800,10.320300,-0.075478,-0.000290,1277.971731,1370.473072,2019-10-15
2019.787842,0.003800,0.244500,10.172800,-0.075476,-0.000290,1277.971198,1370.471573,2019-10-16
2019.790527,0.006300,0.246800,9.972440,-0.075449,-0.000290,1277.970483,1370.470467,2019-10-17
2019.793335,0.011300,0.248100,9.761710,-0.075396,-0.000290,1277.969504,1370.469664,2019-10-18
2019.796021,0.022100,0.254300,9.657160,-0.075320,-0.000290,1277.968347,1370.469235,2019-10-19
2019.798706,0.021600,0.254100,9.595180,-0.075217,-0.000290,1277.966994,1370.469126,2019-10-20
2019.801514,0.027400,0.256000,9.522250,-0.075096,-0.000290,1277.965390,1370.469341,2019-10-21
2019.804199,0.022400,0.256600,9.388840,-0.074946,-0.000290,1277.963697,1370.469849,2019-10-22
2019.807007,0.027000,0.259500,9.190630,-0.074781,-0.000290,1277.961781,1370.470685,2019-10-23
2019.809692,0.031800,0.261800,9.000200,-0.074596,-0.000290,1277.959830,1370.471762,2019-10-24
2019.812500,0.047700,0.262400,8.779800,-0.074381,-0.000290,1277.957688,1370.473167,2019-10-25
2019.815186,0.044900,0.261600,8.599280,-0.074156,-0.000290,1277.955561,1370.474764,2019-10-26
2019.817871,0.054600,0.259300,8.276790,-0.073902,-0.000290,1277.953379,1370.476597,2019-10-27
2019.820679,0.059600,0.260300,7.970790,-0.073640,-0.000290,1277.951060,1370.478754,2019-10-28
2019.823364,0.071300,0.259900,7.707580,-0.073348,-0.000290,1277.948825,1370.481034,2019-10-29
2019.826172,0.083600,0.260900,7.422110,-0.073052,-0.000290,1277.946494,1370.483632,2019-10-30
2019.828857,0.092400,0.254000,7.205610,-0.072739,-0.000290,1277.944290,1370.486309,2019-10-31
2019.831665,0.096400,0.246300,7.005890,-0.072397,-0.000290,1277.942033,1370.489297,2019-11-01
2019.834351,0.102300,0.239300,6.825620,-0.072054,-0.000290,1277.939940,1370.492324,2019-11-02
2019.837036,0.109400,0.234400,6.715460,-0.071680,-0.000290,1277.937934,1370.495502,2019-11-03
2019.839844,0.122400,0.229200,6.591170,-0.071309,-0.000290,1277.935947,1370.498976,2019-11-04
2019.842529,0.121800,0.225000,6.422690,-0.070908,-0.000290,1277.934176,1370.502429,2019-11-05
2019.845337,0.119800,0.221900,6.249340,-0.070511,-0.000290,1277.932479,1370.506165,2019-11-06
2019.848022,0.123800,0.217100,6.109990,-0.070103,-0.000290,1277.931025,1370.509845,2019-11-07
2019.850830,0.128500,0.217000,5.966120,-0.069665,-0.000290,1277.929703,1370.513792,2019-11-08
2019.853516,0.126200,0.215200,5.792930,-0.069235,-0.000290,1277.928649,1370.517650,2019-11-09
2019.856201,0.128700,0.212400,5.629230,-0.068776,-0.000290,1277.927821,1370.521576,2019-11-10
2019.859009,0.133600,0.204700,5.653050,-0.068327,-0.000290,1277.927218,1370.525742,2019-11-11
2019.861694,0.134500,0.198500,5.625730,-0.067849,-0.000290,1277.926913,1370.529771,2019-11-12
2019.864502,0.137700,0.197200,5.552460,-0.067383,-0.000290,1277.926900,1370.534021,2019-11-13
2019.867188,0.130500,0.196400,5.523310,-0.066911,-0.000290,1277.927201,1370.538107,2019-11-14
2019.869995,0.137500,0.193600,5.393280,-0.066408,-0.000290,1277.927864,1370.542387,2019-11-15
2019.872681,0.137200,0.189700,5.155040,-0.065812,-0.000290,1277.928852,1370.546479,2019-11-16
2019.875366,0.140300,0.188100,4.848140,-0.065010,-0.000290,1277.930207,1370.550554,2019-11-17
2019.878174,0.143500,0.184000,4.569990,-0.064084,-0.000290,1277.932026,1370.554791,2019-11-18
2019.880859,0.143400,0.180700,4.412230,-0.062962,-0.000290,1277.934133,1370.558815,2019-11-19
2019.883667,0.143200,0.177100,4.259700,-0.061754,-0.000290,1277.936699,1370.562996,2019-11-20
2019.886353,0.152000,0.172200,4.217740,-0.060426,-0.000290,1277.939480,1370.566966,2019-11-21
2019.889160,0.149200,0.169000,4.167950,-0.058922,-0.000290,1277.942705,1370.571085,2019-11-22
2019.891846,0.147700,0.168200,4.076880,-0.057385,-0.000290,1277.946074,1370.574997,2019-11-23
2019.894531,0.146900,0.166500,3.947040,-0.055688,-0.000290,1277.949698,1370.578877,2019-11-24
2019.897339,0.152100,0.159700,3.866450,-0.053991,-0.000290,1277.953742,1370.582902,2019-11-25
2019.900024,0.151900,0.156600,3.669090,-0.052152,-0.000290,1277.957829,1370.586719,2019-11-26
2019.902832,0.150200,0.157800,3.431020,-0.050344,-0.000290,1277.962313,1370.590676,2019-11-27
2019.905518,0.147500,0.154900,3.325710,-0.048499,-0.000290,1277.966780,1370.594428,2019-11-28
2019.908325,0.148000,0.150200,3.237000,-0.046543,-0.000290,1277.971613,1370.598312,2019-11-29
2019.911011,0.145300,0.148600,3.179140,-0.044660,-0.000290,1277.976374,1370.601994,2019-11-30
2019.913696,0.147800,0.147600,3.228280,-0.042689,-0.000290,1277.981246,1370.605638,2019-12-01
2019.916504,0.143800,0.143800,3.143930,-0.040816,-0.000290,1277.986440,1370.609412,2019-12-02
2019.919189,0.148600,0.142200,3.098440,-0.038882,-0.000290,1277.991481,1370.612982,2019-12-03
2019.921997,0.153100,0.143300,2.973770,-0.037067,-0.000290,1277.996807,1370.616675,2019-12-04
2019.924683,0.159400,0.141100,2.848960,-0.035299,-0.000290,1278.001933,1370.620169,2019-12-05
2019.927490,0.160000,0.140100,2.749670,-0.033514,-0.000290,1278.007301,1370.623778,2019-12-06
2019.930176,0.163500,0.141800,2.610250,-0.031878,-0.000290,1278.012427,1370.627191,2019-12-07
2019.932861,0.168300,0.141900,2.470000,-0.030255,-0.000290,1278.017520,1370.630561,2019-12-08
2019.935669,0.170100,0.141500,2.316100,-0.028800,-0.000290,1278.022791,1370.634042,2019-12-09
2019.938354,0.172300,0.141800,2.182300,-0.027392,-0.000290,1278.027758,1370.637327,2019-12-10
2019.941162,0.178200,0.140800,2.014380,-0.026166,-0.000290,1278.032854,1370.640716,2019-12-11
2019.943848,0.174900,0.140800,1.781320,-0.025070,-0.000290,1278.037612,1370.643913,2019-12-12
2019.946655,0.177500,0.138200,1.626420,-0.024075,-0.000290,1278.042441,1370.647206,2019-12-13
2019.949341,0.182600,0.137100,1.457790,-0.023281,-0.000290,1278.046904,1370.650310,2019-12-14
2019.952026,0.179700,0.137200,1.305490,-0.022628,-0.000290,1278.051191,1370.653368,2019-12-15
2019.954834,0.187400,0.139200,1.158860,-0.022142,-0.000290,1278.055465,1370.656515,2019-12-16
2019.957520,0.188500,0.140600,1.014930,-0.021651,-0.000290,1278.059333,1370.659476,2019-12-17
2019.960327,0.185300,0.145400,0.961079,-0.021192,-0.000290,1278.063126,1370.662519,2019-12-18
2019.963013,0.181000,0.145100,0.781530,-0.020743,-0.000290,1278.066520,1370.665388,2019-12-19
2019.965820,0.184800,0.144400,0.583793,-0.020286,-0.000290,1278.069835,1370.668345,2019-12-20
2019.968506,0.185500,0.142900,0.413058,-0.019859,-0.000290,1278.072797,1370.671145,2019-12-21
2019.971191,0.184100,0.143000,0.415289,-0.019425,-0.000290,1278.075565,1370.673919,2019-12-22
2019.973999,0.182000,0.141300,0.428948,-0.019022,-0.000290,1278.078267,1370.676802,2019-12-23
2019.976685,0.176400,0.141300,0.454464,-0.018613,-0.000290,1278.080679,1370.679548,2019-12-24
2019.979492,0.173600,0.141500,0.464764,-0.018234,-0.000290,1278.083033,1370.682412,2019-12-25
2019.982178,0.178200,0.140500,0.447466,-0.017867,-0.000290,1278.085138,1370.685155,2019-12-26
2019.984985,0.175400,0.140100,0.535899,-0.017497,-0.000290,1278.087198,1370.688031,2019-12-27
2019.987671,0.172800,0.140500,0.656982,-0.017156,-0.000290,1278.089047,1370.690797,2019-12-28
2019.990356,0.183800,0.140100,0.716432,-0.016814,-0.000290,1278.090788,1370.693584,2019-12-29
2019.993164,0.177800,0.139200,0.775740,-0.016499,-0.000290,1278.092508,1370.696528,2019-12-30
2019.995850,0.177300,0.140900,0.818513,-0.016185,-0.000290,1278.094068,1370.699379,2019-12-31
2019.998657,0.170500,0.142200,0.906518,-0.015899,-0.000290,1278.095623,1370.702401,2020-01-01
2020.001343,0.177400,0.140900,1.027510,-0.015627,-0.000290,1278.097052,1370.705341,2020-01-02
2020.004150,0.170400,0.140100,1.117760,-0.015358,-0.000290,1278.098496,1370.708471,2020-01-03
2020.006836,0.164800,0.138100,1.164740,-0.015115,-0.000290,1278.099844,1370.711527,2020-01-04
2020.009521,0.167500,0.136700,1.016490,-0.014877,-0.000290,1278.101170,1370.714648,2020-01-05
2020.012329,0.166200,0.134000,0.835251,-0.014665,-0.000290,1278.102548,1370.717989,2020-01-06
2020.015015,0.165200,0.132500,0.689968,-0.014460,-0.000290,1278.103868,1370.721267,2020-01-07
2020.017822,0.156400,0.133600,0.655066,-0.014279,-0.000290,1278.105265,1370.724783,2020-01-08
2020.020508,0.157900,0.132100,0.702584,-0.014114,-0.000290,1278.106630,1370.728243,2020-01-09
2020.023315,0.154500,0.129300,0.756590,-0.013959,-0.000290,1278.108099,1370.731963,2020-01-10
2020.026001,0.143400,0.127300,0.679001,-0.013828,-0.000290,1278.109558,1370.735630,2020-01-11
2020.028687,0.141700,0.125600,0.608069,-0.013708,-0.000290,1278.111082,1370.739409,2020-01-12
2020.031494,0.147500,0.123300,0.493791,-0.013611,-0.000290,1278.112757,1370.743484,2020-01-13
2020.034180,0.153400,0.122200,0.373296,-0.013527,-0.000290,1278.114450,1370.747511,2020-01-14
2020.036987,0.145900,0.122100,0.364208,-0.013465,-0.000290,1278.116328,1370.751858,2020-01-15
2020.039673,0.144400,0.121800,0.469210,-0.013411,-0.000290,1278.118241,1370.756158,2020-01-16
2020.042480,0.143000,0.120800,0.631985,-0.013359,-0.000290,1278.120375,1370.760806,2020-01-17
2020.045166,0.142100,0.121400,0.796468,-0.013315,-0.000290,1278.122553,1370.765401,2020-01-18
2020.047852,0.144300,0.120100,0.873750,-0.013272,-0.000290,1278.124857,1370.770129,2020-01-19
2020.050659,0.145600,0.120300,0.894816,-0.013236,-0.000290,1278.127392,1370.775195,2020-01-20
2020.053345,0.146900,0.119300,0.843885,-0.013201,-0.000290,1278.129931,1370.780149,2020-01-21
2020.056152,0.146100,0.118600,0.771855,-0.013171,-0.000290,1278.132693,1370.785421,2020-01-22
2020.058838,0.143800,0.118400,0.753642,-0.013143,-0.000290,1278.135432,1370.790541,2020-01-23
2020.061646,0.146400,0.117700,0.773394,-0.013117,-0.000290,1278.138387,1370.795957,2020-01-24
2020.064331,0.146400,0.119600,0.807374,-0.013094,-0.000290,1278.141292,1370.801182,2020-01-25
2020.067017,0.148500,0.119200,0.847851,-0.013072,-0.000290,1278.144268,1370.806439,2020-01-26
2020.069824,0.149700,0.119400,0.855543,-0.013052,-0.000290,1278.147442,1370.811950,2020-01-27
2020.072510,0.146100,0.119800,0.972784,-0.013032,-0.000290,1278.150535,1370.817225,2020-01-28
2020.075317,0.146800,0.122900,1.128910,-0.013013,-0.000290,1278.153814,1370.822724,2020-01-29
2020.078003,0.143200,0.123300,1.317330,-0.012995,-0.000290,1278.156989,1370.827957,2020-01-30
2020.080811,0.141600,0.122400,1.480360,-0.012975,-0.000290,1278.160339,1370.833383,2020-01-31
2020.083496,0.137100,0.123500,1.565670,-0.012956,-0.000290,1278.163563,1370.838513,2020-02-01
2020.086182,0.135900,0.122600,1.550210,-0.012936,-0.000290,1278.166800,1370.843573,2020-02-02
2020.088989,0.135300,0.122600,1.605540,-0.012915,-0.000290,1278.170187,1370.848770,2020-02-03
2020.091675,0.137900,0.124800,1.690150,-0.012891,-0.000290,1278.173423,1370.853640,2020-02-04
2020.094482,0.136600,0.126400,1.768760,-0.012866,-0.000290,1278.176792,1370.858607,2020-02-05
2020.097168,0.125200,0.125900,1.900900,-0.012839,-0.000290,1278.179995,1370.863227,2020-02-06
2020.099976,0.113300,0.126500,2.047630,-0.012808,-0.000290,1278.183312,1370.867902,2020-02-07
2020.102661,0.107600,0.126900,2.115940,-0.012776,-0.000290,1278.186445,1370.872211,2020-02-08
2020.105347,0.107300,0.128600,2.193280,-0.012738,-0.000290,1278.189535,1370.876348,2020-02-09
2020.108154,0.108000,0.131100,2.268350,-0.012699,-0.000290,1278.192706,1370.880471,2020-02-10
2020.110840,0.111700,0.134600,2.460470,-0.012653,-0.000290,1278.195678,1370.884209,2020-02-11
2020.113647,0.106000,0.137500,2.614350,-0.012604,-0.000290,1278.198708,1370.887884,2020-02-12
2020.116333,0.105300,0.139900,2.671720,-0.012551,-0.000290,1278.201529,1370.891165,2020-02-13
2020.119141,0.108300,0.138600,2.735990,-0.012491,-0.000290,1278.204385,1370.894331,2020-02-14
2020.121826,0.102300,0.139300,2.811670,-0.012385,-0.000290,1278.207019,1370.897092,2020-02-15
2020.124512,0.103300,0.139800,2.910020,-0.012148,-0.000290,1278.209552,1370.899579,2020-02-16
2020.127319,0.106300,0.139700,2.881360,-0.011806,-0.000290,1278.212081,1370.901872,2020-02-17
2020.130005,0.107700,0.143300,2.919700,-0.011337,-0.000290,1278.214394,1370.903781,2020-02-18
2020.132812,0.115700,0.144900,2.929840,-0.010789,-0.000290,1278.216707,1370.905497,2020-02-19
2020.135498,0.111500,0.145900,2.942550,-0.010153,-0.000290,1278.218827,1370.906888,2020-02-20
2020.138306,0.107000,0.144700,2.923810,-0.009401,-0.000290,1278.220956,1370.908097,2020-02-21
2020.140991,0.111300,0.146600,2.959310,-0.008608,-0.000290,1278.222916,1370.909035,2020-02-22
2020.143677,0.111300,0.146700,2.949310,-0.007711,-0.000290,1278.224810,1370.909776,2020-02-23
2020.146484,0.109100,0.145300,2.981430,-0.006794,-0.000290,1278.226726,1370.910358,2020-02-24
2020.149170,0.100600,0.146600,3.006930,-0.005784,-0.000290,1278.228507,1370.910747,2020-02-25
2020.151978,0.097100,0.148400,2.959510,-0.004777,-0.000290,1278.230323,1370.910995,2020-02-26
2020.154663,0.098200,0.147100,2.873930,-0.003737,-0.000290,1278.232023,1370.911098,2020-02-27
2020.157471,0.098100,0.146200,2.835740,-0.002624,-0.000290,1278.233771,1370.911082,2020-02-28
2020.160156,0.093200,0.146400,2.843480,-0.001543,-0.000290,1278.235423,1370.910966,2020-02-29
2020.162842,0.096100,0.147200,2.933940,-0.000404,-0.000290,1278.237063,1370.910767,2020-03-01
2020.165649,0.089800,0.149600,3.068520,0.000686,-0.000290,1278.238772,1370.910487,2020-03-02
2020.168335,0.085900,0.151700,3.184260,0.001817,-0.000290,1278.240411,1370.910168,2020-03-03
2020.171143,0.086300,0.152900,3.111480,0.002883,-0.000290,1278.242136,1370.909798,2020-03-04
2020.173828,0.084800,0.154700,3.090840,0.003924,-0.000290,1278.243806,1370.909426,2020-03-05
2020.176636,0.072700,0.158200,3.291990,0.004979,-0.000290,1278.245580,1370.909036,2020-03-06
2020.179321,0.056100,0.162800,3.586150,0.005948,-0.000290,1278.247313,1370.908678,2020-03-07
2020.182007,0.027500,0.167700,3.810690,0.006909,-0.000290,1278.249088,1370.908351,2020-03-08
2020.184814,0.030100,0.168400,3.883900,0.007771,-0.000290,1278.250997,1370.908059,2020-03-09
2020.187500,0.031100,0.170100,3.894030,0.008604,-0.000290,1278.252883,1370.907845,2020-03-10
2020.190308,0.032500,0.173700,3.878290,0.009326,-0.000290,1278.254925,1370.907707,2020-03-11
2020.192993,0.036300,0.176200,4.017620,0.009969,-0.000290,1278.256953,1370.907673,2020-03-12
2020.195801,0.039100,0.178600,4.144960,0.010547,-0.000290,1278.259161,1370.907758,2020-03-13
2020.198486,0.028200,0.182800,4.309800,0.011001,-0.000290,1278.261364,1370.907971,2020-03-14
2020.201172,0.026300,0.185400,4.395990,0.011365,-0.000290,1278.263664,1370.908329,2020-03-15
2020.203979,0.029600,0.187900,4.429920,0.011606,-0.000290,1278.266180,1370.908875,2020-03-16
2020.206665,0.029400,0.191300,4.463300,0.011834,-0.000290,1278.268702,1370.909579,2020-03-17
2020.209473,0.030200,0.194400,4.543670,0.012048,-0.000290,1278.271467,1370.910522,2020-03-18
2020.212158,0.031000,0.195600,4.581940,0.012257,-0.000290,1278.274232,1370.911624,2020-03-19
2020.214966,0.037000,0.198500,4.643320,0.012472,-0.000290,1278.277239,1370.912976,2020-03-20
2020.217651,0.035800,0.204400,4.766600,0.012672,-0.000290,1278.280213,1370.914451,2020-03-21
2020.220337,0.034000,0.208700,4.891380,0.012876,-0.000290,1278.283275,1370.916096,2020-03-22
2020.223145,0.035800,0.214500,5.035230,0.013067,-0.000290,1278.286557,1370.917985,2020-03-23
2020.225830,0.038000,0.216200,5.146100,0.013260,-0.000290,1278.289762,1370.919946,2020-03-24
2020.228638,0.027000,0.219900,5.297920,0.013439,-0.000290,1278.293172,1370.922146,2020-03-25
2020.231323,-0.006700,0.222100,5.443750,0.013612,-0.000290,1278.296478,1370.924385,2020-03-26
2020.234131,-0.011300,0.225800,5.659040,0.013787,-0.000290,1278.299971,1370.926856,2020-03-27
2020.236816,-0.013900,0.229500,5.983240,0.013948,-0.000290,1278.303333,1370.929335,2020-03-28
2020.239502,-0.019600,0.232500,6.201120,0.014110,-0.000290,1278.306709,1370.931918,2020-03-29
2020.242310,-0.019400,0.230700,6.414010,0.014257,-0.000290,1278.310239,1370.934719,2020-03-30
2020.244995,-0.021000,0.225600,6.616910,0.014404,-0.000290,1278.313606,1370.937484,2020-03-31
2020.247803,-0.023500,0.225300,6.835460,0.014537,-0.000290,1278.317105,1370.940456,2020-04-01
2020.250488,-0.021300,0.222900,7.085330,0.014663,-0.000290,1278.320419,1370.943366,2020-04-02
2020.253296,-0.022200,0.218800,7.341260,0.014786,-0.000290,1278.323841,1370.946470,2020-04-03
2020.255981,-0.025600,0.216000,7.542740,0.014896,-0.000290,1278.327060,1370.949487,2020-04-04
2020.258667,-0.037500,0.213500,7.626680,0.015002,-0.000290,1278.330217,1370.952543,2020-04-05
2020.261475,-0.042300,0.210600,7.764130,0.015095,-0.000290,1278.333439,1370.955769,2020-04-06
2020.264160,-0.032800,0.207000,7.878890,0.015183,-0.000290,1278.336434,1370.958874,2020-04-07
2020.266968,-0.023800,0.206500,7.936190,0.015258,-0.000290,1278.339465,1370.962132,2020-04-08
2020.269653,-0.017700,0.204000,8.097340,0.015325,-0.000290,1278.342256,1370.965248,2020-04-09
2020.272461,-0.015900,0.198200,8.304950,0.015384,-0.000290,1278.345051,1370.968498,2020-04-10
2020.275146,-0.026000,0.195500,8.502550,0.015431,-0.000290,1278.347593,1370.971588,2020-04-11
2020.277832,-0.025100,0.192000,8.661110,0.015470,-0.000290,1278.350000,1370.974652,2020-04-12
2020.280640,-0.027800,0.190500,8.780190,0.015497,-0.000290,1278.352357,1370.977816,2020-04-13
2020.283325,-0.029500,0.188400,8.977820,0.015514,-0.000290,1278.354449,1370.980795,2020-04-14
2020.286133,-0.029100,0.188000,9.134460,0.015520,-0.000290,1278.356456,1370.983852,2020-04-15
2020.288818,-0.026100,0.185100,9.293750,0.015492,-0.000290,1278.358191,1370.986709,2020-04-16
2020.291626,-0.029300,0.184700,9.462700,0.015401,-0.000290,1278.359802,1370.989619,2020-04-17
2020.294312,-0.030700,0.183400,9.718230,0.015257,-0.000290,1278.361138,1370.992318,2020-04-18
2020.296997,-0.029600,0.185800,9.997160,0.015050,-0.000290,1278.362276,1370.994932,2020-04-19
2020.299805,-0.028300,0.193900,10.119900,0.014801,-0.000290,1278.363257,1370.997573,2020-04-20
2020.302490,-0.024800,0.203100,10.227400,0.014492,-0.000290,1278.364003,1371.000010,2020-04-21
2020.305298,-0.028800,0.208900,10.355400,0.014151,-0.000290,1278.364586,1371.002465,2020-04-22
2020.307983,-0.035400,0.212500,10.506600,0.013770,-0.000290,1278.364959,1371.004722,2020-04-23
2020.310791,-0.045300,0.218400,10.617800,0.013331,-0.000290,1278.365163,1371.006987,2020-04-24
2020.313477,-0.048700,0.217400,10.721500,0.012875,-0.000290,1278.365185,1371.009061,2020-04-25
2020.316162,-0.043900,0.219400,10.855600,0.012365,-0.000290,1278.365041,1371.011044,2020-04-26
2020.318970,-0.049000,0.222300,11.121300,0.011848,-0.000290,1278.364720,1371.013020,2020-04-27
2020.321655,-0.054400,0.230900,11.480700,0.011280,-0.000290,1278.364254,1371.014814,2020-04-28
2020.324463,-0.064900,0.239000,11.856800,0.010713,-0.000290,1278.363606,1371.016590,2020-04-29
2020.327148,-0.075800,0.244900,12.211800,0.010126,-0.000290,1278.362838,1371.018192,2020-04-30
2020.329956,-0.085300,0.247100,12.473900,0.009495,-0.000290,1278.361884,1371.019766,2020-05-01
2020.332642,-0.075100,0.243800,12.663900,0.008876,-0.000290,1278.360832,1371.021173,2020-05-02
2020.335327,-0.063200,0.242100,12.828700,0.008218,-0.000290,1278.359650,1371.022482,2020-05-03
2020.338135,-0.064100,0.240000,13.123900,0.007581,-0.000290,1278.358278,1371.023747,2020-05-04
2020.340820,-0.067400,0.236300,13.413600,0.006909,-0.000290,1278.356842,1371.024856,2020-05-05
2020.343628,-0.057100,0.234300,13.657600,0.006265,-0.000290,1278.355216,1371.025910,2020-05-06
2020.346313,-0.051300,0.233700,13.866100,0.005621,-0.000290,1278.353547,1371.026814,2020-05-07
2020.349121,-0.056300,0.232000,13.978700,0.004952,-0.000290,1278.351688,1371.027652,2020-05-08
2020.351807,-0.054700,0.234700,14.037600,0.004320,-0.000290,1278.349804,1371.028349,2020-05-09
2020.354492,-0.055500,0.236500,14.062100,0.003669,-0.000290,1278.347825,1371.028943,2020-05-10
2020.357300,-0.061800,0.239500,14.182900,0.003060,-0.000290,1278.345655,1371.029453,2020-05-11
2020.359985,-0.061700,0.239700,14.369500,0.002440,-0.000290,1278.343491,1371.029834,2020-05-12
2020.362793,-0.068600,0.239600,14.559500,0.001866,-0.000290,1278.341140,1371.030120,2020-05-13
2020.365479,-0.060100,0.238600,14.802600,0.001314,-0.000290,1278.338811,1371.030285,2020-05-14
2020.368286,-0.060400,0.237300,15.026200,0.000764,-0.000290,1278.336299,1371.030343,2020-05-15
2020.370972,-0.067200,0.239600,15.240200,0.000261,-0.000290,1278.333826,1371.030287,2020-05-16
2020.373657,-0.070900,0.239000,15.458700,-0.000262,-0.000290,1278.331291,1371.030123,2020-05-17
2020.376465,-0.068400,0.241400,15.646300,-0.000763,-0.000290,1278.328576,1371.029834,2020-05-18
2020.379150,-0.061200,0.243900,15.783000,-0.001289,-0.000290,1278.325925,1371.029444,2020-05-19
2020.381958,-0.070000,0.252600,15.931400,-0.001792,-0.000290,1278.323098,1371.028916,2020-05-20
2020.384644,-0.073400,0.250400,16.097200,-0.002297,-0.000290,1278.320345,1371.028293,2020-05-21
2020.387451,-0.079900,0.243200,16.321400,-0.002826,-0.000290,1278.317422,1371.027518,2020-05-22
2020.390137,-0.089000,0.246500,16.552300,-0.003333,-0.000290,1278.314584,1371.026654,2020-05-23
