utvec,dv,err,temp,SM_EWT,snow_EWT,GSL,UL,date
2015.938354,-0.156300,0.100600,-5.784570,0.369365,0.002577,1277.322327,1369.465912,2015-12-10
2015.941162,-0.154100,0.100700,-5.928900,0.369473,0.002676,1277.323691,1369.467826,2015-12-11
2015.943848,-0.155400,0.100900,-6.055340,0.369585,0.002766,1277.324937,1369.469687,2015-12-12
2015.946655,-0.157100,0.101000,-6.110910,0.369705,0.002850,1277.326163,1369.471664,2015-12-13
2015.949341,-0.158500,0.101100,-6.127490,0.369825,0.002921,1277.327249,1369.473587,2015-12-14
2015.952026,-0.163700,0.101100,-6.196320,0.369955,0.002982,1277.328235,1369.475540,2015-12-15
2015.954834,-0.163700,0.101700,-6.306510,0.370084,0.003031,1277.329144,1369.477616,2015-12-16
2015.957520,-0.163500,0.102200,-6.393090,0.370220,0.003082,1277.329883,1369.479636,2015-12-17
2015.960327,-0.163400,0.102300,-6.448020,0.370351,0.003130,1277.330504,1369.481781,2015-12-18
2015.963013,-0.163200,0.102400,-6.425250,0.370483,0.003178,1277.330958,1369.483867,2015-12-19
2015.965820,-0.168400,0.102700,-6.450830,0.370622,0.003227,1277.331293,1369.486082,2015-12-20
2015.968506,-0.168200,0.102900,-6.526540,0.370756,0.003274,1277.331489,1369.488236,2015-12-21
2015.971191,-0.169600,0.103400,-6.589570,0.370896,0.003323,1277.331572,1369.490421,2015-12-22
2015.973999,-0.173200,0.104200,-6.611160,0.371031,0.003368,1277.331545,1369.492742,2015-12-23
2015.976685,-0.168000,0.104900,-6.672190,0.371172,0.003415,1277.331420,1369.494996,2015-12-24
2015.979492,-0.166000,0.104600,-6.731880,0.371307,0.003459,1277.331194,1369.497386,2015-12-25
2015.982178,-0.165800,0.104300,-6.810990,0.371442,0.003502,1277.330894,1369.499708,2015-12-26
2015.984985,-0.163900,0.104300,-6.901500,0.371583,0.003546,1277.330503,1369.502169,2015-12-27
2015.987671,-0.171900,0.104100,-6.868080,0.371717,0.003587,1277.330063,1369.504557,2015-12-28
2015.990356,-0.171500,0.104000,-6.734020,0.371858,0.003628,1277.329566,1369.506978,2015-12-29
2015.993164,-0.169800,0.103900,-6.562630,0.371992,0.003666,1277.328995,1369.509545,2015-12-30
2015.995850,-0.167900,0.103200,-6.376840,0.372132,0.003704,1277.328407,1369.512035,2015-12-31
2015.998657,-0.164600,0.102800,-6.272970,0.372265,0.003738,1277.327758,1369.514672,2016-01-01
2016.001343,-0.160900,0.102000,-6.303160,0.372397,0.003771,1277.327113,1369.517229,2016-01-02
2016.004150,-0.161000,0.101900,-6.420240,0.372534,0.003804,1277.326421,1369.519937,2016-01-03
2016.006836,-0.162400,0.102000,-6.604210,0.372664,0.003833,1277.325752,1369.522562,2016-01-04
2016.009521,-0.165600,0.102500,-6.771050,0.372799,0.003862,1277.325083,1369.525219,2016-01-05
2016.012329,-0.165500,0.102200,-6.900740,0.372927,0.003887,1277.324393,1369.528033,2016-01-06
2016.015015,-0.165300,0.101900,-6.959530,0.373059,0.003910,1277.323750,1369.530760,2016-01-07
2016.017822,-0.165200,0.102000,-6.995040,0.373184,0.003931,1277.323104,1369.533644,2016-01-08
2016.020508,-0.165000,0.102200,-7.047970,0.373308,0.003949,1277.322520,1369.536439,2016-01-09
2016.023315,-0.168500,0.102300,-7.039400,0.373435,0.003965,1277.321954,1369.539395,2016-01-10
2016.026001,-0.168400,0.102200,-6.970550,0.373555,0.003978,1277.321462,1369.542257,2016-01-11
2016.028687,-0.168500,0.101900,-6.844360,0.373678,0.003988,1277.321028,1369.545153,2016-01-12
2016.031494,-0.168700,0.101400,-6.673140,0.373793,0.003995,1277.320645,1369.548215,2016-01-13
2016.034180,-0.167200,0.101100,-6.515580,0.373912,0.003999,1277.320353,1369.551179,2016-01-14
2016.036987,-0.169100,0.100900,-6.364800,0.374023,0.004000,1277.320136,1369.554313,2016-01-15
2016.039673,-0.169100,0.100300,-6.188070,0.374137,0.003989,1277.320021,1369.557346,2016-01-16
2016.042480,-0.170500,0.099900,-5.981820,0.374260,0.003962,1277.320005,1369.560551,2016-01-17
2016.045166,-0.170400,0.100100,-5.763470,0.374380,0.003923,1277.320096,1369.563651,2016-01-18
2016.047852,-0.173900,0.100100,-5.646300,0.374510,0.003868,1277.320287,1369.566783,2016-01-19
2016.050659,-0.173900,0.100000,-5.609990,0.374636,0.003803,1277.320588,1369.570086,2016-01-20
2016.053345,-0.176900,0.099200,-5.577220,0.374769,0.003725,1277.320971,1369.573273,2016-01-21
2016.056152,-0.175200,0.098600,-5.490530,0.374898,0.003639,1277.321463,1369.576630,2016-01-22
2016.058838,-0.178700,0.098300,-5.402180,0.375027,0.003545,1277.322020,1369.579864,2016-01-23
2016.061646,-0.180300,0.098100,-5.271460,0.375163,0.003438,1277.322685,1369.583265,2016-01-24
2016.064331,-0.181900,0.097600,-5.164900,0.375292,0.003328,1277.323397,1369.586535,2016-01-25
2016.067017,-0.180400,0.097400,-5.037150,0.375426,0.003206,1277.324180,1369.589821,2016-01-26
2016.069824,-0.179200,0.097300,-4.788330,0.375553,0.003085,1277.325067,1369.593268,2016-01-27
2016.072510,-0.177800,0.096900,-4.572570,0.375684,0.002953,1277.325979,1369.596577,2016-01-28
2016.075317,-0.174900,0.097000,-4.326690,0.375806,0.002824,1277.326994,1369.600043,2016-01-29
2016.078003,-0.176900,0.097300,-4.109930,0.375925,0.002692,1277.328018,1369.603366,2016-01-30
2016.080811,-0.177200,0.097100,-3.879870,0.376046,0.002552,1277.329140,1369.606842,2016-01-31
2016.083496,-0.175600,0.096800,-3.614830,0.376157,0.002418,1277.330259,1369.610168,2016-02-01
2016.086182,-0.174200,0.096300,-3.385890,0.376269,0.002278,1277.331417,1369.613493,2016-02-02
2016.088989,-0.177700,0.096600,-3.205400,0.376370,0.002145,1277.332666,1369.616963,2016-02-03
2016.091675,-0.180700,0.096400,-3.050540,0.376470,0.002009,1277.333892,1369.620278,2016-02-04
2016.094482,-0.182500,0.096300,-2.908540,0.376559,0.001881,1277.335202,1369.623734,2016-02-05
2016.097168,-0.180800,0.096500,-2.830140,0.376642,0.001758,1277.336479,1369.627030,2016-02-06
2016.099976,-0.180900,0.096700,-2.800050,0.376721,0.001634,1277.337833,1369.630461,2016-02-07
2016.102661,-0.184200,0.097000,-2.709660,0.376788,0.001521,1277.339142,1369.633726,2016-02-08
2016.105347,-0.182500,0.097200,-2.587270,0.376849,0.001411,1277.340461,1369.636976,2016-02-09
2016.108154,-0.189500,0.097300,-2.391730,0.376899,0.001313,1277.341845,1369.640350,2016-02-10
2016.110840,-0.184400,0.097300,-2.158590,0.376941,0.001220,1277.343170,1369.643556,2016-02-11
2016.113647,-0.183100,0.097700,-1.960970,0.376971,0.001140,1277.344551,1369.646880,2016-02-12
2016.116333,-0.183100,0.098000,-1.836140,0.376991,0.001071,1277.345865,1369.650034,2016-02-13
2016.119141,-0.183000,0.098200,-1.775180,0.377000,0.001011,1277.347225,1369.653300,2016-02-14
2016.121826,-0.184600,0.098600,-1.726000,0.376998,0.000963,1277.348509,1369.656390,2016-02-15
2016.124512,-0.183000,0.098700,-1.671600,0.376988,0.000912,1277.349773,1369.659448,2016-02-16
2016.127319,-0.183000,0.099000,-1.553270,0.376972,0.000864,1277.351068,1369.662606,2016-02-17
2016.130005,-0.181000,0.099600,-1.517740,0.376947,0.000814,1277.352283,1369.665591,2016-02-18
2016.132812,-0.180900,0.100400,-1.430150,0.376918,0.000767,1277.353531,1369.668673,2016-02-19
2016.135498,-0.182800,0.100800,-1.284370,0.376882,0.000720,1277.354707,1369.671587,2016-02-20
2016.138306,-0.186300,0.101000,-1.068570,0.376839,0.000672,1277.355920,1369.674597,2016-02-21
2016.140991,-0.182700,0.101800,-0.974379,0.376793,0.000626,1277.357069,1369.677442,2016-02-22
2016.143677,-0.186200,0.102700,-0.942490,0.376739,0.000579,1277.358208,1369.680257,2016-02-23
2016.146484,-0.184600,0.103300,-0.889446,0.376682,0.000535,1277.359393,1369.683164,2016-02-24
2016.149170,-0.184800,0.104300,-0.823803,0.376619,0.000491,1277.360523,1369.685916,2016-02-25
2016.151978,-0.182900,0.105500,-0.744562,0.376554,0.000449,1277.361703,1369.688760,2016-02-26
2016.154663,-0.179800,0.106400,-0.639098,0.376486,0.000408,1277.362834,1369.691450,2016-02-27
2016.157471,-0.184900,0.106900,-0.562876,0.376411,0.000367,1277.364023,1369.694233,2016-02-28
2016.160156,-0.183000,0.107400,-0.623063,0.376336,0.000330,1277.365167,1369.696866,2016-02-29
2016.162842,-0.185000,0.108200,-0.688637,0.376255,0.000292,1277.366323,1369.699474,2016-03-01
2016.165649,-0.180100,0.110000,-0.655302,0.376175,0.000257,1277.367546,1369.702171,2016-03-02
2016.168335,-0.184000,0.111400,-0.534449,0.376090,0.000223,1277.368732,1369.704726,2016-03-03
2016.171143,-0.180000,0.111700,-0.301881,0.376006,0.000192,1277.369994,1369.707371,2016-03-04
2016.173828,-0.179700,0.111600,0.002255,0.375921,0.000163,1277.371223,1369.709875,2016-03-05
2016.176636,-0.177600,0.111200,0.330177,0.375831,0.000135,1277.372534,1369.712470,2016-03-06
2016.179321,-0.179700,0.111200,0.559258,0.375745,0.000110,1277.373817,1369.714929,2016-03-07
2016.182007,-0.176200,0.111100,0.773992,0.375654,0.000087,1277.375132,1369.717367,2016-03-08
2016.184814,-0.178000,0.111100,0.978249,0.375567,0.000067,1277.376541,1369.719893,2016-03-09
2016.187500,-0.172500,0.111300,1.147750,0.375476,0.000048,1277.377927,1369.722289,2016-03-10
2016.190308,-0.172300,0.112200,1.185490,0.375390,0.000033,1277.379417,1369.724774,2016-03-11
2016.192993,-0.170500,0.113600,1.226410,0.375305,0.000021,1277.380886,1369.727131,2016-03-12
2016.195801,-0.171500,0.114000,1.257280,0.375218,0.000011,1277.382470,1369.729577,2016-03-13
2016.198486,-0.176100,0.115300,1.309210,0.375136,0.000004,1277.384033,1369.731899,2016-03-14
2016.201172,-0.174400,0.116600,1.361120,0.375052,0.000001,1277.385648,1369.734205,2016-03-15
2016.203979,-0.175600,0.117800,1.391970,0.374974,0.000000,1277.387393,1369.736599,2016-03-16
2016.206665,-0.179000,0.119300,1.380140,0.374885,0.000000,1277.389120,1369.738874,2016-03-17
2016.209473,-0.177000,0.120800,1.345990,0.374793,0.000000,1277.390988,1369.741238,2016-03-18
2016.212158,-0.176800,0.122100,1.254920,0.374693,0.000000,1277.392833,1369.743484,2016-03-19
2016.214966,-0.180100,0.122400,1.208360,0.374583,0.000000,1277.394815,1369.745817,2016-03-20
2016.217651,-0.181800,0.122600,1.258810,0.374471,0.000000,1277.396754,1369.748032,2016-03-21
2016.220337,-0.181600,0.122500,1.392690,0.374350,0.000000,1277.398730,1369.750231,2016-03-22
2016.223145,-0.182600,0.120400,1.542040,0.374229,0.000000,1277.400825,1369.752512,2016-03-23
2016.225830,-0.182200,0.118800,1.694130,0.374099,0.000000,1277.402851,1369.754674,2016-03-24
2016.228638,-0.183800,0.118700,1.803200,0.373973,0.000000,1277.404984,1369.756915,2016-03-25
2016.231323,-0.183700,0.118000,1.978060,0.373844,0.000000,1277.407032,1369.759038,2016-03-26
2016.234131,-0.188500,0.118100,2.079680,0.373709,0.000000,1277.409173,1369.761236,2016-03-27
2016.236816,-0.188100,0.118400,2.061240,0.373579,0.000000,1277.411214,1369.763316,2016-03-28
2016.239502,-0.186300,0.119700,2.052210,0.373443,0.000000,1277.413241,1369.765374,2016-03-29
2016.242310,-0.186200,0.120800,2.033990,0.373315,0.000000,1277.415337,1369.767502,2016-03-30
2016.244995,-0.182600,0.122000,2.023970,0.373183,0.000000,1277.417313,1369.769512,2016-03-31
2016.247803,-0.182500,0.123500,1.990260,0.373059,0.000000,1277.419342,1369.771587,2016-04-01
2016.250488,-0.182700,0.125200,1.961980,0.372938,0.000000,1277.421238,1369.773546,2016-04-02
2016.253296,-0.179400,0.126100,1.997380,0.372816,0.000000,1277.423169,1369.775567,2016-04-03
2016.255981,-0.181200,0.126200,2.055630,0.372705,0.000000,1277.424956,1369.777471,2016-04-04
2016.258667,-0.182700,0.128000,2.134410,0.372594,0.000000,1277.426681,1369.779348,2016-04-05
2016.261475,-0.184600,0.129100,2.239210,0.372495,0.000000,1277.428408,1369.781279,2016-04-06
2016.264160,-0.181100,0.127800,2.354330,0.372398,0.000000,1277.429981,1369.783096,2016-04-07
2016.266968,-0.177800,0.127200,2.450000,0.372314,0.000000,1277.431534,1369.784964,2016-04-08
2016.269653,-0.179200,0.127400,2.497330,0.372238,0.000000,1277.432925,1369.786718,2016-04-09
2016.272461,-0.175600,0.127500,2.601490,0.372168,0.000000,1277.434273,1369.788518,2016-04-10
2016.275146,-0.177300,0.127600,2.600380,0.372112,0.000000,1277.435454,1369.790205,2016-04-11
2016.277832,-0.179000,0.127500,2.592990,0.372064,0.000000,1277.436522,1369.791860,2016-04-12
2016.280640,-0.175300,0.127100,2.644710,0.372030,0.000000,1277.437510,1369.793553,2016-04-13
2016.283325,-0.178800,0.126600,2.784600,0.372008,0.000000,1277.438324,1369.795136,2016-04-14
2016.286133,-0.175300,0.125800,3.023050,0.372000,0.000000,1277.439032,1369.796753,2016-04-15
2016.288818,-0.178600,0.125400,3.199820,0.372017,0.000000,1277.439563,1369.798261,2016-04-16
2016.291626,-0.180100,0.124200,3.323960,0.372079,0.000000,1277.439960,1369.799798,2016-04-17
2016.294312,-0.185300,0.123600,3.393210,0.372177,0.000000,1277.440181,1369.801229,2016-04-18
2016.296997,-0.188500,0.122800,3.515770,0.372317,0.000000,1277.440250,1369.802618,2016-04-19
2016.299805,-0.188900,0.123300,3.622970,0.372484,0.000000,1277.440165,1369.804022,2016-04-20
2016.302490,-0.187000,0.123300,3.738690,0.372691,0.000000,1277.439939,1369.805316,2016-04-21
2016.305298,-0.180400,0.122600,3.730140,0.372916,0.000000,1277.439557,1369.806614,2016-04-22
2016.307983,-0.180500,0.122000,3.805020,0.373165,0.000000,1277.439059,1369.807799,2016-04-23
2016.310791,-0.179600,0.122400,3.937940,0.373447,0.000000,1277.438404,1369.808975,2016-04-24
2016.313477,-0.181800,0.121900,4.049060,0.373736,0.000000,1277.437655,1369.810038,2016-04-25
2016.316162,-0.185900,0.122000,4.191880,0.374054,0.000000,1277.436792,1369.811035,2016-04-26
2016.318970,-0.189400,0.122100,4.347590,0.374371,0.000000,1277.435774,1369.812005,2016-04-27
2016.321655,-0.185500,0.121600,4.459680,0.374712,0.000000,1277.434695,1369.812859,2016-04-28
2016.324463,-0.182200,0.120900,4.566010,0.375046,0.000000,1277.433462,1369.813672,2016-04-29
2016.327148,-0.183700,0.122100,4.814660,0.375383,0.000000,1277.432189,1369.814370,2016-04-30
2016.329956,-0.182000,0.124300,5.073310,0.375737,0.000000,1277.430765,1369.815012,2016-05-01
2016.332642,-0.184000,0.124800,5.292600,0.376073,0.000000,1277.429319,1369.815538,2016-05-02
2016.335327,-0.185900,0.125800,5.519210,0.376419,0.000000,1277.427799,1369.815977,2016-05-03
2016.338135,-0.184600,0.126500,5.698830,0.376743,0.000000,1277.426133,1369.816337,2016-05-04
2016.340820,-0.181100,0.128000,5.854510,0.377070,0.000000,1277.424475,1369.816584,2016-05-05
2016.343628,-0.179300,0.128200,5.995930,0.377369,0.000000,1277.422676,1369.816737,2016-05-06
2016.346313,-0.181100,0.129600,6.224500,0.377651,0.000000,1277.420902,1369.816779,2016-05-07
2016.349121,-0.184100,0.131600,6.428280,0.377926,0.000000,1277.418994,1369.816710,2016-05-08
2016.351807,-0.182200,0.133200,6.548280,0.378167,0.000000,1277.417125,1369.816534,2016-05-09
2016.354492,-0.183900,0.134900,6.658410,0.378392,0.000000,1277.415220,1369.816245,2016-05-10
2016.357300,-0.183800,0.133000,6.860640,0.378578,0.000000,1277.413193,1369.815820,2016-05-11
2016.359985,-0.179900,0.129300,7.051900,0.378741,0.000000,1277.411228,1369.815292,2016-05-12
2016.362793,-0.176600,0.126700,7.180460,0.378862,0.000000,1277.409150,1369.814610,2016-05-13
2016.365479,-0.176200,0.124400,7.294270,0.378947,0.000000,1277.407147,1369.813828,2016-05-14
2016.368286,-0.175700,0.122900,7.328060,0.378994,0.000000,1277.405042,1369.812875,2016-05-15
2016.370972,-0.173800,0.121600,7.436400,0.378991,0.000000,1277.403024,1369.811827,2016-05-16
2016.373657,-0.174100,0.121100,7.673990,0.378901,0.000000,1277.401007,1369.810644,2016-05-17
2016.376465,-0.172800,0.120600,7.915420,0.378731,0.000000,1277.398904,1369.809258,2016-05-18
2016.379150,-0.169600,0.119300,8.198570,0.378468,0.000000,1277.396900,1369.807796,2016-05-19
2016.381958,-0.166400,0.118600,8.472980,0.378141,0.000000,1277.394806,1369.806132,2016-05-20
2016.384644,-0.161400,0.119100,8.736820,0.377744,0.000000,1277.392800,1369.804423,2016-05-21
2016.387451,-0.160100,0.119400,8.966130,0.377258,0.000000,1277.390696,1369.802524,2016-05-22
2016.390137,-0.155000,0.119000,9.146290,0.376730,0.000000,1277.388671,1369.800610,2016-05-23
2016.392822,-0.153300,0.118900,9.306770,0.376117,0.000000,1277.386630,1369.798610,2016-05-24
2016.395630,-0.151700,0.118100,9.546070,0.375476,0.000000,1277.384473,1369.796439,2016-05-25
2016.398315,-0.150000,0.117000,9.752990,0.374755,0.000000,1277.382385,1369.794295,2016-05-26
2016.401123,-0.144800,0.116200,9.970790,0.374019,0.000000,1277.380168,1369.791993,2016-05-27
2016.403809,-0.144700,0.116500,10.227600,0.373244,0.000000,1277.378012,1369.789744,2016-05-28
2016.406616,-0.141600,0.117600,10.498500,0.372395,0.000000,1277.375718,1369.787356,2016-05-29
2016.409302,-0.143500,0.118800,10.789000,0.371550,0.000000,1277.373477,1369.785045,2016-05-30
2016.411987,-0.142100,0.119200,11.050800,0.370639,0.000000,1277.371189,1369.782718,2016-05-31
2016.414795,-0.142200,0.118600,11.312600,0.369743,0.000000,1277.368739,1369.780278,2016-06-01
2016.417480,-0.142100,0.118700,11.513000,0.368788,0.000000,1277.366337,1369.777948,2016-06-02
2016.420288,-0.140300,0.117700,11.654600,0.367859,0.000000,1277.363760,1369.775527,2016-06-03
2016.422974,-0.138500,0.117500,11.774600,0.366920,0.000000,1277.361225,1369.773235,2016-06-04
2016.425781,-0.138600,0.118000,11.870200,0.365933,0.000000,1277.358501,1369.770876,2016-06-05
2016.428467,-0.131800,0.118800,11.963100,0.364988,0.000000,1277.355816,1369.768663,2016-06-06
2016.431152,-0.132100,0.119200,12.110300,0.364002,0.000000,1277.353052,1369.766505,2016-06-07
2016.433960,-0.132100,0.118800,12.305100,0.363068,0.000000,1277.350070,1369.764315,2016-06-08
2016.436646,-0.127000,0.119000,12.559200,0.362103,0.000000,1277.347126,1369.762295,2016-06-09
2016.439453,-0.122200,0.119200,12.736900,0.361196,0.000000,1277.343949,1369.760274,2016-06-10
2016.442139,-0.124100,0.120000,12.937300,0.360310,0.000000,1277.340807,1369.758435,2016-06-11
2016.444946,-0.121000,0.121300,13.072300,0.359410,0.000000,1277.337414,1369.756623,2016-06-12
2016.447632,-0.119700,0.122900,13.199300,0.358578,0.000000,1277.334056,1369.755005,2016-06-13
2016.450317,-0.116500,0.124100,13.293000,0.357744,0.000000,1277.330587,1369.753510,2016-06-14
2016.453125,-0.108500,0.124900,13.382500,0.356985,0.000000,1277.326834,1369.752089,2016-06-15
2016.455811,-0.103300,0.124100,13.580000,0.356207,0.000000,1277.323120,1369.750876,2016-06-16
2016.458618,-0.101500,0.124200,13.807700,0.355456,0.000000,1277.319104,1369.749772,2016-06-17
2016.461304,-0.094700,0.124500,14.033500,0.354699,0.000000,1277.315129,1369.748872,2016-06-18
2016.464111,-0.086100,0.125600,14.155100,0.353900,0.000000,1277.310840,1369.748075,2016-06-19
2016.466797,-0.084500,0.126600,14.286100,0.353130,0.000000,1277.306610,1369.747428,2016-06-20
2016.469482,-0.084500,0.126300,14.399700,0.352321,0.000000,1277.302261,1369.746873,2016-06-21
2016.472290,-0.082800,0.125100,14.610500,0.351542,0.000000,1277.297587,1369.746369,2016-06-22
2016.474976,-0.079400,0.125000,14.826300,0.350723,0.000000,1277.293000,1369.745937,2016-06-23
